Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Maclaren, Peter; ",How is that done? Student views on resources used outside the engineering classroom,European Journal of Engineering Education,43,4,620-637,2018,Taylor & Francis
"Van Le, Thang; Le Nguyen, Ha; Nguyen, Hung Thanh; ",Teachers' Perception of the Necessity of Applying Online Applications for Organizing Teaching Activities at High School in Vietnam.,Journal of Education and e-Learning Research,10,3,429-436,2023,ERIC
"Martín-Alguacil, Nieves; Avedillo, Luis; ",Student-Centered Active Learning Enhances Performance in Solving Higher-Level Cognitive Questions in Health Sciences Education,,,,,2024,
"Hussain, AM; Gillani, MA; ",Association between the use of active learning strategies and classroom engagement among nursing students,J Heal Med Nurs,62,8,59-65,2019,
"Carey, Thomas; Dastur, Farhad; Karaush, Iryna; ",Workplace innovations and practice futures,Challenging future practice possibilities,,,229-242,2019,Brill
"Özdemir, Ibrahim Halil; Sarsar, Firat; Andiç-Çakir, Özge; ",The Effects of Educational Videos on Views and Attitudes of Engineering Undergraduate Students,Open Journal for Educational Research,5,2,,2021,Center for Open Access in Science
"Anwar, Saira; Butt, Ahmed Ashraf; Menekse, Muhsin; ",Work in progress: challenges and mitigation strategies in STEM courses: students' perspectives,2021 ASEE Virtual Annual Conference Content Access,,,,2021,
"Alshehri, Saad; ",Active Learning Approaches to Teaching and Learning Astrophysics in Higher Education,The International Journal of Learning in Higher Education,27,1,31,2020,Common Ground Research Networks
"Woodcock, Cassandra SE; Antoine, Haley; Tarnowski, Madison; Huang-Saad, Aileen; ",Instructional practice learning through Instructional Incubator engagement,"Proceedings of the 8th Research in Engineering Education Symposium, REES 2019-Making Connections",,,,2019,
"Watson, Karan; Yoon, So Yoon; Shields, Samantha Michele; Barroso, Luciana; Palsole, Sunay; ",Diverse Engineering Faculty’s Perceptions and Practice of Active Learning at a Southwestern University Abstract,2019 ASEE Annual Conference & Exposition,,,,2019,
"Maia, Rodrigo Filev; Tercete, Gustavo Magalhães; ",Learning by teaching strategy to improve learning outcomes from undergraduate students,2017 IEEE Frontiers in Education Conference (FIE),,,1-6,2017,IEEE
"Maclaren, Peter; ",Enhancing the teaching of mathematically intensive STEM disciplines at a tertiary level through the use of pen-enabled tablet PCs,,,,,2018,Auckland University of Technology
"P. Leão, Celina; Soares, Filomena; Guedes, Anabela; Sena Esteves, M Teresa; Alves, Gustavo R; Brás Pereira, Isabel M; Hausmann, Romeu; Petry, Clovis António; ",The Flow of Knowledge and Level of Satisfaction in Engineering Courses Based on Students’ Perceptions,Contributions to Higher Engineering Education,,,55-73,2018,Springer
"Basinger, Katie; Ortega, Ariana; Alvarado, Diego; Alvarado, Michelle; ",The effect on perceived and performance learning outcomes from active online learning,2022 ASEE Annual Conference & Exposition,,,,2022,
"Nafea, Ibtehal; ",Active Learning Multi-Strategies,International Journal of Innovative Technology and Exploring Engineering,10,1,87-94,2020,
"Friend, Nicole Erin Woodcock; ",Low-Barrier Strategies to Increase Student-Centered Learning Low-Barrier Strategies to Increase Student-Centered Learning,ASEE annual conference exposition proceedings,,,,2021,
"Friend, Nicole Erin; Jamison, Cassandra Sue Ellen; Huang-Saad, Aileen; ",Low-Barrier Strategies to Increase Student-Centered Learning,2021 ASEE Virtual Annual Conference Content Access,,,,2021,
"David, Bernard G; Marshall, Jill A; ",Epistemological tension in project-based learning: fabricated and propagated knowledge through practicaland formal lenses,The International journal of engineering education,31,5,345-359,2015,"Instituto de Relaciones Internacionales"" Daza de Valdes"""
"Mujthaba, GM; Kolhar, Manjur; Abdalla Al Ameen, Mohammed Rahmath; ",Incorporating the use of IT Resources on Technological Courses with Active Learning Tactics,,,,,,
"Pettit, Desmond; ",Mature-age student coping strategies and their effect on engagement in online university study,,,,,2021,University of Southern Queensland
"Dooley, Chantel Marie; ",Differences Between Modeling InstructionTM and Non-Modeling Instruction in High School Biology Student Scientific Reasoning,,,,,2020,Grand Canyon University
"Tozzi, Tatiana; Tagliari, Pedro Heusi; Todesco, José Leomar; ",A ENGENHARIA DO CONHECIMENTO NAS INSTITUIÇÕES DE ENSINO: UMA REVISÃO INTEGRATIVA,Anais do Congresso Internacional de Conhecimento e Inovação–ciki,1,1,,2021,
"Arto, Mag Rebeca Mora; ",ELEMENTOS CLAVES DEL MODELO FORMATIVO UCM,Si encuentras esta figura en la esquina derecha de la página significa que tiene botones para moverte de una a otra con facilidad o que contiene links para que puedas seguir estudiando.,,,48,2021,
"Gal Iglesias, Beatriz; Sánchez Gómez, Judit; González Soltero, María del Rocío; Rodríguez Learte, Ana Isabel; Lesmes Celorrio, Marta; ",La educación médica como necesidad para la formación de los futuros médicos,,,,,2021,
"Pereira, Izaionara Cosmea Jadjesky; ",AS CONTRIBUIÇÕES DE VIGOTSKI E BAKHTIN PARA PENSAR A INCLUSÃO DA CRIANÇA COM AUTISMO NA EDUCAÇÃO INFANTIL,Anais do Seminário Nacional de Educação Especial e do Seminário Capixaba de Educação Inclusiva,1,,336-352,2016,
"DE, MDAGLORI; ALMEIDA, FERNANDO AUGUSTO SILVA; SALGADO, ANDREIA MARIA PEDRO; DA SILVEIRA, RITA DE CA SSIA; BITTAR, MARCONCINI; DE, JOSE GLEˆ NIO MEDEIROS; BARROS, ANTONIO HENRIQUES DE ARAU JO; JUNIOR, NILO ANTONIO DE SOUZA SAMPAIO; DA FONSECA, BERNARDO BASTOS; BARONTO, GESSICA NAIRA DINIZ; ",Industrial Internship Mentoring Model for Industrial Engineering Education in Public Universities,,,,,,
"Álvarez-Aguado, Izaskun; Pollmann, Dominique Müller; Concha, Jimena Pascual; ",Aprendizaje activo en ingeniería: un modelo eficaz para su aplicación,,,,,,
"ÁLVAREZ-AGUADO, IZASKUN; POLLMANN, DOMINIQUE MÜLLER; CONCHA, JIMENA PASCUAL; ",DOCENCIA DE CALIDAD EN LA UNIVERSIDAD,,,,,,
"Nguyen, Trang; Netto, Camila LM; Wilkins, Jon F; Bröker, Pia; Vargas, Elton E; Sealfon, Carolyn D; Puthipiroj, Pipob; Li, Katherine S; Bowler, Jade E; Hinson, Hailey R; ",Insights into students’ experiences and perceptions of remote learning methods: From the COVID-19 pandemic to best practice for the future,Frontiers in Education,6,,647986,2021,Frontiers Media SA
"Raković, Mladen; Bernacki, Matthew L; Greene, Jeffrey A; Plumley, Robert D; Hogan, Kelly A; Gates, Kathleen M; Panter, Abigail T; ",Examining the critical role of evaluation and adaptation in self-regulated learning,Contemporary Educational Psychology,68,,102027,2022,Elsevier
"Bernacki, Matthew L; Yu, Linyu; Kuhlmann, Shelbi L; Plumley, Robert D; Greene, Jeffrey A; Duke, Rebekah F; Freed, Rebekah; Hollander-Blackmon, Christina; Hogan, Kelly A; ",Using multimodal learning analytics to validate digital traces of self-regulated learning in a laboratory study and predict performance in undergraduate courses.,Journal of Educational Psychology,,,,2024,American Psychological Association
"Bernacki, Matthew L; Cogliano, Megan Claire; Kuhlmann, Shelbi L; Utz, Jenifer; Strong, Christy; Hilpert, Jonathan C; Greene, Jeffrey A; ",Relations between undergraduates’ self-regulated learning skill mastery during digital training and biology performance,Metacognition and Learning,18,3,711-747,2023,Springer
"Martella, Amedee Marchand; Schneider, Darryl W; ",A Reflection on the Current State of Active Learning Research.,Journal of the Scholarship of Teaching and Learning,24,3,119-136,2024,ERIC
"Reed, Stephen K; ",Thinking visually,,,,,2013,Psychology Press
"Salvatore, Sophia; White, Claudia; Podowitz-Thomas, Stephen; ",“Not a cookie cutter situation”: how neurodivergent students experience group work in their STEM courses,International Journal of STEM Education,11,1,47,2024,Springer
"Walkington, Candace; Bernacki, Matthew L; Vongkulluksn, Vanessa; Greene, Meghan; Darwin, Taylor; Leyva, Elizabeth; Istas, Brooke; Hunnicutt, Jonathan; Washington, Julianna; Wang, Min; ",The effect of an intervention personalizing mathematics to students’ career and popular culture interests on mathematics interest and learning.,Journal of educational psychology,116,4,506,2024,American Psychological Association
"Huang, Xing; Bernacki, Matthew L; Kim, Dongho; Hong, Wonjoon; ",Examining the role of self-efficacy and online metacognitive monitoring behaviors in undergraduate life science education,Learning and Instruction,80,,101577,2022,Elsevier
"Randall, Paige S; De Gagne, Jennie C; Yamane, Sandra S; Lee, Eunhee; ",The use of photovoice in nursing education: A scoping review,Nursing & Health Sciences,25,4,516-529,2023,Wiley Online Library
"Metcalf, Leah E; Bernacki, Matthew L; Bernacki, Lucas E; ",How do digital textbook platforms promote active learning in undergraduate biology courses?,Journal of Research in Science Teaching,60,7,1579-1610,2023,Wiley Online Library
"Cirillo, Michelle; Berk, Dawn; LaRochelle, Raymond; Bieda, Kristen N; Arbaugh, Fran; ",Undergraduate students’ perceptions of features of active learning models for teaching and learning to teach mathematics,International Journal of Research in Undergraduate Mathematics Education,10,1,172-200,2024,Springer
"Zhang, Jiawei; Zhou, Mingming; Zhang, Xiaotian; ",Interventions to promote teachers’ perceptions about STEM education: A meta-analysis,Education and Information Technologies,28,6,7355-7390,2023,Springer
"Shekhar, Prateek; Dominguez, Heydi; Abichandani, Pramod; Iaboni, Craig; ",Unpacking High School Students’ Motivational Influences in Project-Based Learning,IEEE Transactions on Education,67,1,20-30,2023,IEEE
"Ferrando, Irene; Albarracín, Lluís; Diago, Pascual D; ",Where Is It Best to Sit in Class? Description of an Experience Based on STEM Problem Solving in a School Context,Education sciences,13,4,417,2023,MDPI
"Brown, Sean G; Savage, Anne L; Horrocks, A Janet; ",Developing an inquiry-based learning module with consideration of quality by design principles for biomedical science students,Journal of Biological Education,,,1-9,2024,Taylor & Francis
"Shekhar, Prateek; ",Engineering entrepreneurship program participation: Differences across men and women,IEEE Transactions on Education,66,2,188-196,2022,IEEE
"van den Berg, Elette; Rothmann, Sebastiaan; ","Capabilities, well-being and intention to leave of financial accounting students",SA Journal of Industrial Psychology,50,,2203,2024,AOSIS
"Alsaad, Hassan A; ",Engaging Minds: Strategy for Active Student Learning in Pharmacology,Health Professions Education,10,4,15,2024,Association of Medical Education of the Eastern-Mediterranean Region (AMEE)
"Nkopodi, Nkopodi; Jakovljevic, Maria; Photo, Patricia; ",Criteria for enhancing student wellbeing in STEM classrooms: ICT and indigenous knowledge in South African higher education,Discover Education,3,1,152,2024,Springer
"Halligan, Theresa A; Cervato, Cinzia; Genschel, Ulrike; ",“Flipping” a Course: Is It Worth It? A Multiyear Analysis of Interactive and Student-Centered Pedagogy in an Introductory Physical Geology Course,Journal of College Science Teaching,53,5,430-436,2024,Taylor & Francis
"Khalil, Ibrahim; Zahrani, Amirah AL; Awaji, Bakri; Mohsen, Mohammed; ",Teachers’ perceptions of teaching mathematics topics based on STEM educational philosophy: A sequential explanatory design,STEM Education,4,4,421-444,2024,
"Staab, Katie Lynn; ","Implementing fabrication as a pedagogical tool in vertebrate anatomy courses: motivation, inclusion, and lessons",Integrative and comparative biology,61,3,1013-1027,2021,Oxford University Press
"Grevle, Tessa Eriksen; ",On a mission to break ground for a more democratic school system,Nordic Journal of Comparative and International Education (NJCIE),6,2,,2022,
"Pardo, Juan Quílez; ",Sobre la innovación educativa en la enseñanza de la química en las universidades españolas,Anales de Química de la RSEQ,120,2,61-66,2024,Real Sociedad Española de Química
"Bernacki, Matthew L; Yu, Linyu; Kuhlmann, Shelbi L; Plumley, Robert D; Greene, Jeffrey A; Duke, Rebekah F; Freed, Rebekah; Hollander-Blackmon, Christina; Hogan, Kelly A; ",Author Note,,,,,2024,
"Stone, Bethany B; Guthrie, Katy; ",Wee Possum’s Theorem of Active Learning: Using Common Horse Sense to Engage Students in Class Activities,The American Biology Teacher,86,6,340-344,2024,University of California Press
"Pardo, Juan Quílez; ","El movimiento STEM en el currículum: origen, fundamentación y análisis crítico",Anales de Química de la RSEQ,,3,199-205,2022,Real Sociedad Española de Química
"Ferrando, I; Albarracín, L; Diago, PD; ","Where Is It Best to Sit in Class? Description of an Experience Based on STEM Problem Solving in a School Context. Educ. Sci. 2023, 13, 417",,,,,2023,
"Palacios, Jose Ricardo; ",Painting the Picture: Using Various Perspectives to Evaluate the Effects of Active Learning on Students in Math Courses,,,,,2024,The University of Texas at San Antonio
"Chen, William; Verrett, Jonathan; Mohseni, Madjid; ",Same-Year Peer Teaching: Impact on Learning and Collaboration in a Third-Year Engineering Course,Proceedings of the Canadian Engineering Education Association (CEEA),,,,2023,
"Portella-Cleves, Jorge-Enrique; Rodríguez-Hernández, Ariel-Adolfo; ",Enhancing programming education with an active learning plan and artificial intelligence integration,Revista Facultad de Ingeniería,33,67,,2024,Universidad Pedagógica y Tecnológica de Colombia
"Farrell, Rebecca K; ",Technology Elective Classes’ Effects on Middle School Students’ Self-Efficacy and Learning Engagement in Science,,,,,2023,
"Gedon, Daniel; ",Modern approaches to lectures in STEM education—a review,,,,,2022,
"Moozeh, Kimia; Chabot, Michael; Chahine, Saad; Hungler, Paul; ",Evaluation of Student Perceived Learning Effectiveness and Motivation for a Capstone Design Web-based Virtual Reality Activity,Proceedings of the Canadian Engineering Education Association (CEEA),,,,2023,
